iter	Logloss
332	0.2999596306
333	0.299723187
334	0.2995243066
335	0.2992662552
336	0.2990084042
337	0.2987794973
338	0.2985784521
339	0.2983633759
340	0.2981578407
341	0.2979798065
342	0.2978131174
343	0.2975916469
344	0.2973992008
345	0.2971921824
346	0.2970223463
347	0.2968258913
348	0.2966449706
349	0.296428852
350	0.2962282478
351	0.2959999824
352	0.2958439168
353	0.2956518515
354	0.295496287
355	0.2952908922
356	0.295119673
357	0.2949364673
358	0.2947587137
359	0.2946102249
360	0.2944273399
361	0.2942681875
362	0.2941239882
363	0.2939380564
364	0.2937508018
365	0.2935944556
366	0.2934101274
367	0.2932193449
368	0.2930723795
369	0.292945739
370	0.2927760433
371	0.2926405633
372	0.2924545714
373	0.2923030759
374	0.2921103692
375	0.2919809626
376	0.2917967347
377	0.2916301258
378	0.2914525525
379	0.2912959858
380	0.2911538511
381	0.2909327615
382	0.2907746113
383	0.2906366057
384	0.2904943106
385	0.2903420134
386	0.2902105222
387	0.2900653607
388	0.2899147873
389	0.2897608464
390	0.2895978254
391	0.2894605615
392	0.28931538
393	0.2891882986
394	0.2890200861
395	0.2888373615
396	0.2887143891
397	0.2885795105
398	0.2884500237
399	0.2883307797
400	0.2881788232
401	0.288059519
402	0.2879203308
403	0.287776813
404	0.2876308898
405	0.2875049911
406	0.2873839029
407	0.2872032228
408	0.2870315827
409	0.2869046015
410	0.2867807272
411	0.2866223165
412	0.2864857941
413	0.2863791179
414	0.2862741856
415	0.2861332535
416	0.2860077355
417	0.2858718145
418	0.285756419
419	0.2856726736
420	0.2855494808
421	0.2854337244
422	0.2853211151
423	0.2852322583
424	0.2851265843
425	0.2849965363
426	0.2848704772
427	0.2847651439
428	0.2846689309
429	0.2845545376
430	0.2844341911
431	0.2843252699
432	0.2842269722
433	0.2841092114
434	0.2839882636
435	0.2838576945
436	0.2837103081
437	0.2836073
438	0.2834770516
439	0.2833647429
440	0.283248305
441	0.2831447557
442	0.2830548767
443	0.2829183945
444	0.2828004333
445	0.2827036189
446	0.2825913904
447	0.2824725071
448	0.2823670937
449	0.2822763928
450	0.2821588526
451	0.2820614769
452	0.281951754
453	0.2818263563
454	0.2817218048
455	0.2816132444
456	0.2815334677
457	0.2814273527
458	0.2813066454
459	0.2812132386
460	0.2811205133
461	0.2810457076
462	0.2809359245
463	0.2808121103
464	0.2806910422
465	0.2805854284
466	0.280478211
467	0.2803535549
468	0.2802758428
469	0.2801303607
470	0.2800055643
471	0.2799132399
472	0.2798281114
473	0.2797486354
474	0.2796366073
475	0.2795462673
476	0.2794649472
477	0.2793716806
478	0.279300042
479	0.2792020851
480	0.279128422
481	0.2790442756
482	0.2789742606
483	0.2788834796
484	0.2788220836
485	0.2787343093
486	0.2786612274
487	0.2785856
488	0.2784823112
489	0.2784223986
490	0.2783517421
491	0.2782771369
492	0.2782029326
493	0.2780925481
494	0.2780216712
495	0.2779368634
496	0.2778620978
497	0.277779094
498	0.2777022639
499	0.2776308658
500	0.277564138
501	0.2774607491
502	0.2773831773
503	0.2772862627
504	0.2772362119
505	0.2771516847
506	0.2770742532
507	0.2769911292
508	0.2769143391
509	0.2768313954
510	0.2767613804
511	0.2766787775
512	0.2766105664
513	0.2765286651
514	0.2764582291
515	0.2763726396
516	0.276277108
517	0.2762152711
518	0.2761494654
519	0.2760781074
520	0.2760022995
521	0.2759335873
522	0.2758445301
523	0.2757633704
524	0.2756824913
525	0.2756054407
526	0.2755131363
527	0.2754536245
528	0.275369378
529	0.2753069798
530	0.2752544434
531	0.2751669296
532	0.2751136116
533	0.275047425
534	0.2749876326
535	0.2748982146
536	0.2748205025
537	0.2747260534
538	0.2746545751
539	0.2745886291
540	0.2745256095
541	0.2744663984
542	0.274398047
543	0.2743278716
544	0.2742602218
545	0.2741718862
546	0.2741059803
547	0.2740162817
548	0.2739496341
549	0.2738758106
550	0.2738198667
551	0.2737596133
552	0.2736842063
553	0.2735953696
554	0.2735419713
555	0.2734762458
556	0.2734239901
557	0.2733531131
558	0.2732915969
559	0.2732275952
560	0.2731734954
561	0.2731170704
562	0.2730720107
563	0.2729980068
564	0.272905081
565	0.2728410392
566	0.2727552292
567	0.2727092273
568	0.2726417579
569	0.2726009275
570	0.2725512976
571	0.2724967969
572	0.2724239757
573	0.2723581499
574	0.2722764089
575	0.272221828
576	0.2721795143
577	0.27211886
578	0.2720601099
579	0.2720143486
580	0.2719400641
581	0.2718935611
582	0.2718201185
583	0.2717518673
584	0.2717146449
585	0.2716452512
586	0.2715644323
587	0.2715122367
588	0.2714343041
589	0.2713796631
590	0.2713096882
591	0.2712439626
592	0.2711889207
593	0.271127605
594	0.2710700174
595	0.2710374654
596	0.2709842275
597	0.270927582
598	0.270849449
599	0.2708057523
600	0.2707335123
601	0.270667907
602	0.2705940434
603	0.2705413668
604	0.2704867659
605	0.2704360536
606	0.2703860228
607	0.2703197962
608	0.270255594
609	0.2702060844
610	0.2701286729
611	0.2700718671
612	0.2700207339
613	0.2699550685
614	0.269889804
615	0.2698400538
616	0.2697717826
617	0.2697128922
618	0.269641895
619	0.2696047728
620	0.2695553233
621	0.2694875532
622	0.2693988769
623	0.2693426724
624	0.2692821384
625	0.2692316065
626	0.2691778274
627	0.2691107589
628	0.2690564386
629	0.2689802699
630	0.2689063863
631	0.2688603644
632	0.2688145229
633	0.2687721891
634	0.268705301
635	0.2686648514
636	0.2686266869
637	0.2685971616
638	0.268531436
639	0.268487158
640	0.26843841
641	0.2683838292
642	0.2682980793
643	0.2682335363
644	0.2681916636
645	0.2681324926
646	0.2680727804
647	0.2680282016
648	0.2679671064
649	0.2679293628
650	0.267871214
651	0.2678173347
652	0.2677741791
653	0.2677282575
654	0.267683799
655	0.2676344497
656	0.2675937997
657	0.2675418246
658	0.2675046423
659	0.2674592417
660	0.267406505
661	0.2673655743
662	0.2673169867
663	0.2672543681
664	0.267209168
665	0.267158576
666	0.2670954161
667	0.267055167
668	0.2669921474
669	0.266933237
670	0.2668938297
671	0.2668176009
672	0.266765726
673	0.2667240337
674	0.2666697735
675	0.2666146715
676	0.2665631975
677	0.2665335719
678	0.2664928017
679	0.2664565614
680	0.2664103992
681	0.2663664819
682	0.2663118009
683	0.2662678034
684	0.266204844
685	0.2661433478
686	0.2660981277
687	0.266052186
688	0.2659751153
689	0.2659116949
690	0.2658527042
691	0.2657930521
692	0.2657417786
693	0.2656842713
694	0.2656392716
695	0.2656075413
696	0.2655528202
697	0.2654935489
698	0.265434418
699	0.2653933671
700	0.265342775
701	0.2653031272
702	0.2652669672
703	0.2652409896
704	0.2651815981
705	0.2651303045
706	0.2650897347
707	0.2650482829
708	0.2650104592
709	0.2649599072
710	0.2649061281
711	0.2648628523
712	0.2648502644
713	0.2648057458
714	0.2647622896
715	0.2646999917
716	0.264659061
717	0.2646255869
718	0.2645987675
719	0.2645596609
720	0.2645164452
721	0.2644739311
722	0.264431457
723	0.2643878404
724	0.2643467294
725	0.2643056384
726	0.2642769148
727	0.2642348617
728	0.2641900424
729	0.2641535416
730	0.2641140542
731	0.2640735244
732	0.2640253578
733	0.2639781532
734	0.2639111448
735	0.263868771
736	0.2638393258
737	0.2638115042
738	0.2637659633
739	0.2637078747
740	0.2636628149
741	0.2636024412
742	0.263564838
743	0.2635171123
744	0.2634878675
745	0.2634548344
746	0.263402719
747	0.2633617282
748	0.2633026975
749	0.2632666978
750	0.263223903
751	0.2631913509
752	0.2631410395
753	0.263102434
754	0.2630523632
755	0.2630167844
756	0.2629670342
757	0.2629219945
758	0.2628916673
759	0.2628519193
760	0.2628158394
761	0.2627839488
762	0.2627568488
763	0.2627005641
764	0.2626655265
765	0.2626229924
766	0.262588055
767	0.262562759
768	0.262522149
769	0.262475185
770	0.2624382633
771	0.2623938048
772	0.2623669855
773	0.2623191796
774	0.2622816365
775	0.2622262137
776	0.2621976705
777	0.2621605283
778	0.2621318047
779	0.2620942014
780	0.2620348099
781	0.2620078702
782	0.2619716099
783	0.2619482783
784	0.2619168487
785	0.2618630696
786	0.2618416221
787	0.2617985868
788	0.2617669968
789	0.2617225384
790	0.2616894652
791	0.2616566324
792	0.2616259445
793	0.2615986039
794	0.2615707823
795	0.2615144576
796	0.2614698789
797	0.2614271844
798	0.2614002647
799	0.2613707594
800	0.2613300493
801	0.2612895396
802	0.2612553438
803	0.2612160769
804	0.2611666875
805	0.2611397479
806	0.2610948284
807	0.2610474835
808	0.2610161943
809	0.2609846244
810	0.260954678
811	0.2609277584
812	0.2608933422
813	0.2608547568
814	0.2608190778
815	0.260777626
816	0.2607143058
817	0.2606685444
818	0.2606058656
819	0.2605709283
820	0.2605286947
821	0.2604929155
822	0.2604563345
823	0.2604211366
824	0.2603894263
825	0.2603431639
826	0.2603180082
827	0.2602785809
828	0.2602467304
829	0.2602180669
830	0.260177497
831	0.2601499962
832	0.2601168026
833	0.2600864955
834	0.2600527207
835	0.2600264426
836	0.2599913047
837	0.2599523986
838	0.2599170603
839	0.2598605151
840	0.2598343171
841	0.2597901192
842	0.2597577075
843	0.2597151733
844	0.2596906991
845	0.2596641603
846	0.2596108422
847	0.2595751432
848	0.2595484641
849	0.2595146292
850	0.2594601686
851	0.2594172335
852	0.2593770846
853	0.2593365348
854	0.2592949427
855	0.2592072485
856	0.259184899
857	0.2591506231
858	0.2591167882
859	0.2590881247
860	0.2590703654
861	0.2590444881
862	0.2590084082
863	0.2589827514
864	0.2589503396
865	0.2589134981
866	0.2588727679
867	0.2588400955
868	0.2588099688
869	0.2587636462
870	0.2587284082
871	0.2586958361
872	0.2586771747
873	0.2586332374
874	0.2585988413
875	0.2585710598
876	0.2585173408
877	0.25848537
878	0.258460094
879	0.2584184017
880	0.2583988584
881	0.2583681705
882	0.2583117255
883	0.2582794741
884	0.258256403
885	0.2582184389
886	0.2581824191
887	0.2581559004
888	0.2581112816
889	0.2580678855
890	0.2580412265
891	0.2580107991
892	0.2579888706
893	0.2579566993
894	0.2579140649
895	0.25788474
896	0.257858582
897	0.2578408428
898	0.25779895
899	0.2577341866
900	0.2576924542
901	0.2576640513
902	0.2576268288
903	0.2576008513
904	0.2575761366
905	0.2575526045
906	0.2575264867
907	0.2575016517
908	0.2574666742
909	0.2574411577
910	0.2574137971
911	0.2573754522
912	0.2573430003
913	0.2573170829
914	0.2572695978
915	0.2572437806
916	0.2572021885
917	0.2571586521
918	0.2571318327
919	0.2570932473
920	0.2570597932
921	0.2570243748
922	0.2570021856
923	0.2569829029
924	0.2569562239
925	0.2569165961
926	0.2568748036
927	0.2568329709
928	0.2568146905
929	0.2567818177
930	0.2567277379
931	0.2567012392
932	0.2566697495
933	0.2566346919
934	0.2566132644
935	0.256576964
936	0.2565442516
937	0.2565111984
938	0.2564892899
939	0.2564622901
940	0.2564366934
941	0.2563973663
942	0.2563775424
943	0.2563365316
944	0.2563153848
945	0.2562911712
946	0.2562542494
947	0.2562054012
948	0.2561829114
949	0.2561627468
950	0.2561403171
951	0.2560894445
952	0.2560609814
953	0.256036407
954	0.2560076433
955	0.2559786992
956	0.2559470491
957	0.2559166017
958	0.2558818648
959	0.2558359632
960	0.2558172016
961	0.2557951528
962	0.2557679726
963	0.2557375252
964	0.2557052537
965	0.255681
966	0.2556419936
967	0.2556124482
968	0.2555863905
969	0.2555629787
970	0.2555330925
971	0.2554950883
972	0.2554695518
973	0.2554463404
974	0.2554015412
975	0.2553721962
976	0.2553489647
977	0.2552956667
978	0.2552511682
979	0.2552022398
980	0.2551680842
981	0.2551465164
982	0.2551084722
983	0.2550671808
984	0.2550386576
985	0.2550214194
986	0.2549885266
987	0.2549589812
988	0.254927752
989	0.2548935763
990	0.2548616256
991	0.2548318597
992	0.2547996483
993	0.2547770984
994	0.2547526443
995	0.2547108718
996	0.254684794
997	0.2546531439
998	0.2546191687
999	0.2545998659
1000	0.2545792804
1001	0.2545568908
1002	0.2545318553
1003	0.2544972387
1004	0.2544634639
1005	0.2544411545
1006	0.2543967562
1007	0.2543626807
1008	0.2543327545
1009	0.2543063159
1010	0.2542820422
1011	0.254254421
1012	0.2542321316
1013	0.2542013034
1014	0.2541857489
1015	0.2541602926
1016	0.2541344954
1017	0.2541009812
1018	0.2540948276
1019	0.2540568234
1020	0.2540144496
1021	0.2539959286
1022	0.2539693898
1023	0.2539515704
1024	0.253935174
1025	0.2539015195
1026	0.2538780275
1027	0.2538467783
1028	0.2538045448
1029	0.2537628324
1030	0.2537480397
1031	0.2537179931
1032	0.2536860825
1033	0.2536538912
1034	0.2536262299
1035	0.2535980876
1036	0.2535678607
1037	0.2535446693
1038	0.2535237831
1039	0.2534958612
1040	0.2534673381
1041	0.2534404986
1042	0.2534146414
1043	0.2534011916
1044	0.2533572343
1045	0.2533371097
1046	0.2533056601
1047	0.2532810856
1048	0.2532596381
1049	0.2532502373
1050	0.2532255426
1051	0.2531993647
1052	0.2531631846
1053	0.2531291893
1054	0.2530879179
1055	0.2530527199
1056	0.2530243772
1057	0.2529955934
1058	0.2529808007
1059	0.2529454023
1060	0.25292177
1061	0.2528976566
1062	0.2528781935
1063	0.2528643628
1064	0.2528466637
1065	0.2528304277
1066	0.2528029869
1067	0.2527771096
1068	0.2527614951
1069	0.2527378026
1070	0.2527155734
1071	0.2527022839
1072	0.2526770881
1073	0.2526606918
1074	0.2526324092
1075	0.2526145697
1076	0.2525633563
1077	0.2525471805
1078	0.2525328688
1079	0.2525077933
1080	0.2524861854
1081	0.2524564997
1082	0.2524097963
1083	0.2523730549
1084	0.2523523691
1085	0.2523317234
1086	0.2522996123
1087	0.2522748975
1088	0.2522454323
1089	0.2522089114
1090	0.2521885463
1091	0.2521576379
1092	0.2521379342
1093	0.2521113353
1094	0.2520584983
1095	0.2520130577
1096	0.2519867394
1097	0.2519687195
1098	0.2519394347
1099	0.2519277889
1100	0.251911112
1101	0.2518846534
1102	0.2518570322
1103	0.2518267852
1104	0.2517899437
1105	0.2517646476
1106	0.2517328572
1107	0.2517111291
1108	0.251681283
1109	0.2516680337
1110	0.2516459247
1111	0.2516291275
1112	0.2516001834
1113	0.2515678318
1114	0.2515435581
1115	0.2515117677
1116	0.2514884961
1117	0.2514645431
1118	0.2514341558
1119	0.251419343
1120	0.251406695
1121	0.2513790738
1122	0.2513382033
1123	0.2513150521
1124	0.251277569
1125	0.2512538365
1126	0.2512452174
1127	0.2512183579
1128	0.2511919194
1129	0.2511567615
1130	0.2511211026
1131	0.2510989535
1132	0.2510782076
1133	0.2510543347
1134	0.2510410052
1135	0.2510220833
1136	0.2510017783
1137	0.2509737162
1138	0.2509598455
1139	0.2509340283
1140	0.250914004
1141	0.2508911534
1142	0.2508682226
1143	0.250834969
1144	0.2507999113
1145	0.2507770006
1146	0.2507543905
1147	0.2507267694
1148	0.250703558
1149	0.2506813688
1150	0.2506546296
1151	0.2506287523
1152	0.250616886
1153	0.2505962002
1154	0.2505691804
1155	0.2505447663
1156	0.2505164637
1157	0.2504895641
1158	0.2504673148
1159	0.2504486335
1160	0.2504230969
1161	0.2503991038
1162	0.250377516
1163	0.2503555674
1164	0.2503250799
1165	0.2503113895
1166	0.2502879977
1167	0.2502698375
1168	0.250237987
1169	0.2502179627
1170	0.250199622
1171	0.2501714797
1172	0.2501440189
1173	0.2501112864
1174	0.2500756676
1175	0.2500475653
1176	0.2500115055
1177	0.2499710158
1178	0.249930025
1179	0.2499026444
1180	0.2498804954
1181	0.2498531548
1182	0.2498251729
1183	0.2497965495
1184	0.2497734183
1185	0.2497576433
1186	0.2497347326
1187	0.2497041449
1188	0.2496767241
1189	0.2496607287
1190	0.2496269339
1191	0.2496110587
1192	0.2495752394
1193	0.2495571794
1194	0.2495298589
1195	0.2495138835
1196	0.2494915341
1197	0.249457619
1198	0.2494317216
1199	0.2494112964
1200	0.2493916128
1201	0.2493762387
1202	0.2493453904
1203	0.249317208
1204	0.2492915913
1205	0.2492726894
1206	0.2492592397
1207	0.2492452487
1208	0.2492273891
1209	0.2492071243
1210	0.2491935943
1211	0.2491739909
1212	0.2491504187
1213	0.2491278688
1214	0.2491130359
1215	0.2490870784
1216	0.249053464
1217	0.2490298918
1218	0.2490062194
1219	0.2489914867
1220	0.2489693377
1221	0.2489493935
1222	0.2489256409
1223	0.2488936701
1224	0.2488688151
1225	0.2488420759
1226	0.2488233344
1227	0.2488117888
1228	0.2487788158
1229	0.2487636021
1230	0.248750473
1231	0.248736883
1232	0.2487100235
1233	0.2486926049
1234	0.2486735828
1235	0.2486545607
1236	0.2486247146
1237	0.248606394
1238	0.2485789733
1239	0.2485492675
1240	0.2485366796
1241	0.2485140495
1242	0.2484952479
1243	0.2484633372
1244	0.2484404465
1245	0.2484295624
1246	0.2484074334
1247	0.2483899146
1248	0.24837428
1249	0.2483452958
1250	0.248320982
1251	0.2483050066
1252	0.2482867863
1253	0.2482617107
1254	0.248237016
1255	0.2482185151
1256	0.2481766824
1257	0.2481542728
1258	0.2481225426
1259	0.2480993312
1260	0.2480740151
1261	0.248057699
1262	0.2480436479
1263	0.2480196347
1264	0.2479988887
1265	0.247960624
1266	0.2479438068
1267	0.2479248648
1268	0.2478979853
1269	0.2478762171
1270	0.2478485959
1271	0.2478128367
1272	0.2477739707
1273	0.2477484943
1274	0.2477167239
1275	0.2477097485
1276	0.2476829491
1277	0.2476609404
1278	0.2476480118
1279	0.2476321967
1280	0.2475902037
1281	0.2475621617
1282	0.2475428589
1283	0.2475371062
1284	0.2475195272
1285	0.2474928081
1286	0.2474809819
1287	0.2474457439
1288	0.2474116283
1289	0.2473939291
1290	0.247362279
1291	0.2473471255
1292	0.2473326735
1293	0.2473164175
1294	0.247278253
1295	0.2472600326
1296	0.247248447
1297	0.2472279215
1298	0.2472047302
1299	0.2471836234
1300	0.2471647015
1301	0.2471476437
1302	0.2471200426
1303	0.247094005
1304	0.2470568226
1305	0.2470473817
1306	0.247017235
1307	0.2469921193
1308	0.2469715538
1309	0.2469466186
1310	0.2469263337
1311	0.2469046456
1312	0.2468852226
1313	0.2468590647
1314	0.2468414056
1315	0.2468151876
1316	0.2467957645
1317	0.2467753594
1318	0.2467451725
1319	0.2467334065
1320	0.2467134623
1321	0.2467007541
1322	0.2466641932
1323	0.2466291556
1324	0.2466030779
1325	0.2465823319
1326	0.2465573366
1327	0.2465306575
1328	0.2464999495
1329	0.2464815087
1330	0.2464571547
1331	0.2464357273
1332	0.2464110927
1333	0.2463799437
1334	0.2463549284
1335	0.2463202516
1336	0.246303294
1337	0.2462826283
1338	0.246254506
1339	0.2462346019
1340	0.2462158604
1341	0.2461865154
1342	0.2461604978
1343	0.2461424779
1344	0.2461205894
1345	0.2461034114
1346	0.2460805207
1347	0.2460552447
1348	0.2460163586
1349	0.2459952118
1350	0.2459766106
1351	0.2459471854
1352	0.2459276021
1353	0.2458981769
1354	0.2458722395
1355	0.2458520147
1356	0.2458269392
1357	0.2458080574
1358	0.2457946477
1359	0.2457614141
1360	0.2457488663
1361	0.2457376013
1362	0.245719361
1363	0.2457035259
1364	0.2456784303
1365	0.2456659427
1366	0.2456348538
1367	0.2456133863
1368	0.2456011392
1369	0.2455789701
1370	0.2455421084
1371	0.2455201198
1372	0.2454878683
1373	0.2454513475
1374	0.2454263321
1375	0.2454107576
1376	0.2453872054
1377	0.2453546333
1378	0.2453370945
1379	0.2453134421
1380	0.2452925959
1381	0.2452716696
1382	0.2452533089
1383	0.2452286744
1384	0.2452004519
1385	0.2451737528
1386	0.2451570758
1387	0.2451477351
1388	0.2451227999
1389	0.2451128178
1390	0.2450992478
1391	0.2450727291
1392	0.245043364
1393	0.2450122952
1394	0.2449900259
1395	0.2449743913
1396	0.2449408169
1397	0.2449079842
1398	0.2448873987
1399	0.2448667329
1400	0.2448407754
1401	0.2448193279
1402	0.2447974795
1403	0.2447775955
1404	0.244758834
1405	0.2447442817
1406	0.2447238164
1407	0.2447089234
1408	0.2446903022
1409	0.244670318
1410	0.2446434986
1411	0.2446100645
1412	0.2445985991
1413	0.2445765503
1414	0.2445504124
1415	0.2445190229
1416	0.2444917225
1417	0.2444708964
1418	0.2444478253
1419	0.2444347964
1420	0.2444121863
1421	0.244388995
1422	0.2443633181
1423	0.244352855
1424	0.2443370199
1425	0.2443234899
1426	0.2443019823
1427	0.2442835816
1428	0.244266183
1429	0.2442425307
1430	0.2442257335
1431	0.2442105198
1432	0.2441858652
1433	0.2441692283
1434	0.2441461172
1435	0.2441287988
1436	0.2441165918
1437	0.2440906343
1438	0.2440840798
1439	0.2440643361
1440	0.2440556368
1441	0.2440331871
1442	0.2440091539
1443	0.2439944413
1444	0.2439754392
1445	0.243955455
1446	0.2439402413
1447	0.2438995712
1448	0.243859743
1449	0.243838516
1450	0.2438131999
1451	0.2437734519
1452	0.2437475145
1453	0.243727851
1454	0.2436912299
1455	0.2436597201
1456	0.2436446868
1457	0.243620834
1458	0.2436011504
1459	0.2435791016
1460	0.2435471709
1461	0.2435197902
1462	0.2434902047
1463	0.243475452
1464	0.2434525814
1465	0.2434351428
1466	0.243418065
1467	0.2433945128
1468	0.2433593149
1469	0.2433374865
1470	0.2433117896
1471	0.2432922864
1472	0.243275369
1473	0.2432503937
1474	0.2432225921
1475	0.2432014854
1476	0.2431722005
1477	0.2431570269
1478	0.2431353189
1479	0.2431175595
1480	0.2430647025
1481	0.2430493886
1482	0.2430231104
1483	0.2430036072
1484	0.2429875516
1485	0.2429663848
1486	0.2429461399
1487	0.2429207838
1488	0.2429072338
1489	0.2428791115
1490	0.2428515705
1491	0.2428211832
1492	0.2428024217
1493	0.2427774865
1494	0.2427630545
1495	0.2427204802
1496	0.2427048456
1497	0.242686485
1498	0.2426659996
1499	0.2426426278
1500	0.2426285567
1501	0.2426081715
1502	0.242586263
1503	0.2425767219
1504	0.2425547733
1505	0.2425383569
1506	0.242510395
1507	0.2424848785
1508	0.2424682417
1509	0.2424578186
1510	0.2424289948
1511	0.2424022355
1512	0.2423689217
